Brand,Model,Year,Category,Displacement (CC),Power (HP),Torque (Nm),Engine Cylinder,Engine Stroke,Gearbox,Dry Weight (kg),Wheelbase (mm),Seat Height (mm),Estimated MSRP (USD)
Moto Guzzi,V7 II Scrambler ABS,2017,Classic,744,48,60,V2, four-stroke,5-speed,,1449,790,7200
Moto Guzzi,V7 II Special,2016,Classic,744,48,60,V2, four-stroke,6-speed,,1449,790,6700
Moto Guzzi,V7 II Stone,2015,Classic,744,48,60,V2, four-stroke,5-speed,,1449,780,6700
Moto Guzzi,V7 II Stornello,2018,Classic,744,48,60,V2, four-stroke,5-speed,186,1450,798,7900
Moto Guzzi,V7 III Anniversario,2018,Classic,744,52,60,V2, four-stroke,5-speed,,1463,770,7900
Moto Guzzi,V7 III Carbon,2020,Classic,744,52,60,V2, four-stroke,5-speed,189,1445,770,8300
Moto Guzzi,V7 III Limited,2020,Classic,744,52,60,V2, four-stroke,5-speed,,,770,8700
Moto Guzzi,V7 III Racer,2020,Classic,744,52,60,V2, four-stroke,5-speed,,1463,770,7600
Moto Guzzi,V7 III Rough,2020,Classic,744,52,60,V2, four-stroke,5-speed,,1445,770,8100
Moto Guzzi,V7 III Stone,2020,Classic,744,52,60,V2, four-stroke,5-speed,,1463,770,7900
Moto Guzzi,V7 Racer,2019,Classic,744,52,60,V2, four-stroke,5-speed,,,770,7400
Moto Guzzi,V7 Special,2021,Classic,850,65,73,V2, four-stroke,6-speed,,1463,770,9800
Moto Guzzi,V7 Stone,2022,Classic,850,65,73,V2, four-stroke,5-speed,198,1463,770,10600
Moto Guzzi,V7III Milano,2020,Classic,744,52,60,V2, four-stroke,5-speed,,,770,8400
Moto Guzzi,V7III Special,2020,Classic,744,52,60,V2, four-stroke,5-speed,,1463,770,8000
Moto Guzzi,V7III Stone S,2020,Allround,744,52,60,V2, four-stroke,5-speed,,1463,770,8300
Moto Guzzi,V85 TT,2022,Enduro / offroad,853,76,82,V2, four-stroke,6-speed,209,,830,9000
Moto Guzzi,V9 Bobber,2021,Allround,853,65,73,V2, four-stroke,5-speed,,1465,808,8800
Moto Guzzi,V9 Roamer,2021,Classic,853,65,73,V2, four-stroke,5-speed,,1465,818,10200
MV Agusta,Dragster 800,2018,Naked bike,798,125,81,In-line three, four-stroke,6-speed,167,1380,810,7000
MV Agusta,Dragster RC SCS,2022,Naked bike,798,140,87,In-line three, four-stroke,6-speed,160,1400,845,8600
MV Agusta,Dragster Rosso,2022,Naked bike,798,112,85,In-line three, four-stroke,6-speed,175,1400,845,8600
MV Agusta,Dragster RR,2022,Naked bike,798,140,87,In-line three, four-stroke,6-speed,175,1400,845,8500
MV Agusta,F4,2018,Sport,998,195,110,In-line four, four-stroke,6-speed,291,1430,830,13300
MV Agusta,Lucky Explorer 5.5,2022,Super motard,554,46.9,51,Twin, four-stroke,6-speed,220,1505,860,7700
MV Agusta,Lucky Explorer 9.5,2022,Enduro / offroad,931,121,102,In-line three, four-stroke,,220,1580,850,10000
MV Agusta,Rivale 800,2018,Naked bike,798,125,84,In-line three, four-stroke,6-speed,178,1410,881,8000
MV Agusta,Rush 1000,2022,Naked bike,998,208,116,In-line four, four-stroke,6-speed,186,1415,845,10800
MV Agusta,RVS,2018,Naked bike,798,140,87,In-line three, four-stroke,6-speed,168,1380,795,8000
MV Agusta,Stradale 800,2017,Sport touring,798,115,78.5,In-line three, four-stroke,6-speed,181,1460,870,7900
MV Agusta,Superveloce 75 Anniversario,2021,Sport,798,148,88,In-line three, four-stroke,6-speed,173,1380,830,14100
MV Agusta,Superveloce 800,2022,Sport,798,147,88,In-line three, four-stroke,6-speed,173,1380,830,16300
MV Agusta,Superveloce AGO,2022,Sport,798,148,88,In-line three, four-stroke,6-speed,173,1380,830,15400
MV Agusta,Superveloce Alpine,2022,Sport,798,147,88,In-line three, four-stroke,6-speed,173,1380,830,14200
MV Agusta,Turismo Veloce 800,2019,Sport touring,798,108,80,In-line three, four-stroke,6-speed,191,1445,850,9100
MV Agusta,Turismo Veloce Lusso,2022,Sport touring,798,110,80,In-line three, four-stroke,6-speed,192,1445,826,10400
MV Agusta,Turismo Veloce RC SCS,2022,Sport touring,798,110,80,In-line three, four-stroke,6-speed,199,1445,826,10600
MV Agusta,Turismo Veloce Rosso,2022,Sport,798,110,80,In-line three, four-stroke,6-speed,191,1445,830,16200
Royal Enfield,500 T Bullet Trials,2019,Classic,499,22,41.3,Single cylinder, four-stroke,,,1380,800,6400
Royal Enfield,Bullet 350,2019,Classic,346,19.8,28,Single cylinder, four-stroke,,,1395,805,4500
Royal Enfield,Bullet 500,2019,Classic,499,22,41.3,Single cylinder, four-stroke,,,1380,800,5700
Royal Enfield,Bullet Electra,2016,Classic,346,19.8,28,Single cylinder, four-stroke,5-speed,,1370,800,3800
Royal Enfield,Bullet ES,2018,Classic,346,19.8,28,Single cylinder, four-stroke,5-speed,,1370,,4700
Royal Enfield,Bullet Trials Work Replica 350,2019,Classic,346,19.8,28,Single cylinder, four-stroke,,,1390,805,4900
Royal Enfield,Bullet Trials Works Replica 500,2019,Classic,499,27.2,41.3,Single cylinder, four-stroke,5-speed,,1380,800,5500
Royal Enfield,Classic 350,2022,Classic,349.3,19.7,27,Single cylinder, four-stroke,5-speed,,1380,805,5800
Royal Enfield,Classic 500,2019,Allround,499,27.2,41.3,Single cylinder, four-stroke,5-speed,,1380,,6400
Royal Enfield,Classic Battle Green,2017,Classic,499,27.2,41.3,Single cylinder, four-stroke,5-speed,175,1370,,5600
Royal Enfield,Classic Chrome,2017,Classic,499,27.2,41.3,Single cylinder, four-stroke,5-speed,,1370,,5400
Royal Enfield,Classic Desert Storm,2019,Allround,499,27.2,41.3,Single cylinder, four-stroke,5-speed,,1380,,5800
Royal Enfield,Classic Squadron Blue,2017,Classic,499,27.2,41.3,Single cylinder, four-stroke,5-speed,,1360,,5700
Royal Enfield,Concept KX,2019,Sport,838,90,,V2, two-stroke,,,1530,760,12100
Royal Enfield,Continental GT,2018,Allround,535,29.1,44,Single cylinder, four-stroke,5-speed,,1360,800,5700
Royal Enfield,Custombike Dirty Duck,2018,Enduro / offroad,535,29.1,44,Single cylinder, four-stroke,5-speed,,1360,800,5600
Royal Enfield,Custombike MO Powa,2018,Classic,499,,,Single cylinder, four-stroke,5-speed,,,,6100
Royal Enfield,Himalayan,2022,Enduro / offroad,411,24.5,32,Single cylinder, four-stroke,5-speed,,1465,800,6100
Royal Enfield,Meteor 350,2022,Classic,349,19.9,27,Single cylinder, four-stroke,5-speed,,1400,765,5500
Shineray,Vencer 200,2022,Sport,193.2,13.8,14,Single cylinder, four-stroke,5-speed,,,780,7200
Shineray,XY-250 3,2022,Sport,250.2,24.1,20,Single cylinder, four-stroke,5-speed,150,1375,780,7100
Shineray,XY400B,2021,Sport,397.2,26.2,30,Single cylinder, four-stroke,,,1420,790,9300
Shineray,XY650-A,2021,Allround,643.7,39.6,49.8,Single cylinder, four-stroke,,,1430,830,7200
Suzuki,AX4,2020,Naked bike,149.5,11,11.5,Single cylinder, four-stroke,5-speed,,1310,765,3200
Suzuki,Bandit 1250,2013,Naked bike,1255,,,In-line four, four-stroke,6-speed,,1485,810,8400
Suzuki,Bandit 1250F ABS,2015,Sport touring,1255,98,108,In-line four, four-stroke,6-speed,257,1485,805,11000
Suzuki,Bandit 1250SA,2014,Sport,1255,,,In-line four, four-stroke,6-speed,,1485,810,13600
Suzuki,Bandit 650,2017,Sport,656,85,62,In-line four, four-stroke,6-speed,,1470,790,9200
Suzuki,Bandit 650A,2017,Sport,656,85,62,In-line four, four-stroke,6-speed,,1470,790,9300
Suzuki,Bandit 650S ABS,2015,Sport,656,85,62,In-line four, four-stroke,6-speed,,1470,790,8900
Suzuki,Bandit 650SA,2014,Sport,656,,,In-line four, four-stroke,6-speed,,1470,790,9200
Suzuki,Boulevard 400,2016,Custom / cruiser,399,32.2,33,V2, four-stroke,5-speed,267,1655,700,4000
Suzuki,Boulevard C50,2022,Custom / cruiser,805,53,69,V2, four-stroke,5-speed,,1655,700,10200
Suzuki,Boulevard C50SE,2022,Touring,805,53,69,V2, four-stroke,5-speed,,1655,700,15000
Suzuki,Boulevard C50T,2022,Touring,805,53,69,V2, four-stroke,5-speed,,1655,700,15600
Suzuki,Boulevard C90,2014,Custom / cruiser,1462,,,V2, four-stroke,5-speed,,1675,720,10800
Suzuki,Boulevard C90T,2022,Touring,1462,58,131,V2, four-stroke,5-speed,,1675,720,23400
Suzuki,Boulevard M109R,2021,Custom / cruiser,1783,125,160,V2, four-stroke,5-speed,,1710,705,17100
Suzuki,Boulevard M50,2022,Custom / cruiser,805,53,69,V2, four-stroke,5-speed,,1655,700,9400
Suzuki,Boulevard M90,2022,Custom / cruiser,1462,79,131,V2, four-stroke,5-speed,,1690,716,15200
Suzuki,Boulevard S40,2022,Custom / cruiser,652,,,Single cylinder, four-stroke,5-speed,,1480,700,8500
Suzuki,DR 650,2016,Super motard,644,,,Single cylinder, four-stroke,5-speed,,1490,885,6400
Suzuki,DR-Z125,2022,Enduro / offroad,124,,,Single cylinder, four-stroke,5-speed,,1245,775,3800
Suzuki,DR-Z125L,2022,Enduro / offroad,124,,,Single cylinder, four-stroke,5-speed,,1270,805,3700
Suzuki,DR-Z250,2019,Enduro / offroad,249,,,Single cylinder, four-stroke,6-speed,,1450,890,4100
Suzuki,DR-Z400E,2021,Enduro / offroad,398,,,Single cylinder, four-stroke,5-speed,138,1475,935,6000
Suzuki,DR-Z400S,2022,Enduro / offroad,398,,,Single cylinder, four-stroke,5-speed,,1485,935,6500
Suzuki,DR-Z400SM,2022,Super motard,398,,,Single cylinder, four-stroke,5-speed,,1460,890,7100
Suzuki,DR-Z50,2020,Enduro / offroad,49,,,Single cylinder, four-stroke,3-speed,,935,560,2900
Suzuki,DR-Z70,2018,Enduro / offroad,67,,,Single cylinder, four-stroke,3-speed,,935,560,2500
Suzuki,DR125SM,2014,Super motard,124,10.9,9.5,Single cylinder, four-stroke,5-speed,,1340,836,2500
Suzuki,DR150,2021,Enduro / offroad,149,12.2,12.7,Single cylinder, four-stroke,5-speed,139,,839,3700
Suzuki,DR200,2016,Enduro / offroad,199,,,Single cylinder, four-stroke,5-speed,,1405,810,3100
Suzuki,DR200S,2022,Cross / motocross,199,,,Single cylinder, four-stroke,5-speed,,1405,845,4200
Suzuki,DR200SE,2022,Cross / motocross,199,,,Single cylinder, four-stroke,5-speed,,1405,850,4600
Suzuki,DR650S,2022,Super motard,644,,,Single cylinder, four-stroke,5-speed,,1490,845,8600
Suzuki,DR650SE,2021,Super motard,644,,,Single cylinder, four-stroke,5-speed,,1490,845,8400
Suzuki,DRX 200,2016,Enduro / offroad,199,,,Single cylinder, four-stroke,5-speed,,1405,810,3400
Suzuki,Ecstar GSX-RR,2021,Sport,1000,236,,In-line four, four-stroke,6-speed,157,1485,,18000
Suzuki,GD110,2020,Allround,112.8,8.1,8.5,Single cylinder, four-stroke,4-speed,,1215,766,3500
Suzuki,Gixxer,2018,Naked bike,154.9,14.8,14,Single cylinder, four-stroke,5-speed,,1330,780,3200
Suzuki,Gladius,2014,Naked bike,645,72,,V2, four-stroke,6-speed,,1445,785,5800
Suzuki,GN 125,2022,Allround,124,,,Single cylinder, four-stroke,5-speed,,1280,776,3600
Suzuki,Grass Tracker,2015,Allround,249,18.8,21,Single cylinder, four-stroke,5-speed,136,1402,750,3300
Suzuki,Grasstracker,2016,Allround,249,18.8,21,Single cylinder, four-stroke,5-speed,,1402,750,3200
Suzuki,GS 125,2017,Sport,124,12,,Single cylinder, four-stroke,5-speed,,1265,750,4200
Suzuki,GS 500,2016,Sport,487,,,Twin, four-stroke,6-speed,,1405,790,8700
Suzuki,GS-R,2016,Sport,149.5,,,Single cylinder, four-stroke,6-speed,,1340,750,4300
Suzuki,GS150R,2014,Allround,149.5,13.8,13.4,Single cylinder, four-stroke,6-speed,,1335,790,2400
Suzuki,GS500F,2014,Sport,487,,,Twin, four-stroke,6-speed,,1405,790,7700
Suzuki,GSR 750,2017,Naked bike,749,106,80,In-line four, four-stroke,6-speed,,1450,815,6500
Suzuki,GSR250,2018,Naked bike,248,24,22,Twin, four-stroke,6-speed,,1430,780,3900
Suzuki,GSR250F,2016,Sport,248,24.4,22,Twin, four-stroke,6-speed,,1430,780,6100
Suzuki,GSR250S,2016,Sport,248,24,22,Twin, four-stroke,6-speed,188,1430,780,6100
Suzuki,GSR750Z,2016,Naked bike,749,106,80,In-line four, four-stroke,6-speed,,1450,815,6100
Suzuki,GSX-R1000,2022,Sport,999.8,198,117,In-line four, four-stroke,6-speed,,1460,825,18000
Suzuki,GSX-R1000A,2022,Sport,999.8,185,117,In-line four, four-stroke,6-speed,,1420,825,19500
Suzuki,GSX-R1000R,2022,Sport,999.8,185,117,In-line four, four-stroke,6-speed,,1485,825,17800
Suzuki,GSX-R1000RZ,2022,Sport,999.8,198,117,In-line four, four-stroke,6-speed,,1420,825,18200
Suzuki,GSX-R1000X,2019,Sport,998,,,In-line four, four-stroke,6-speed,,,825,14300
Suzuki,GSX-R1000Z,2014,Sport,999,182,116,In-line four, four-stroke,6-speed,,1405,810,12800
Suzuki,GSX-R1000ZSE,2014,Sport,999,182,116,In-line four, four-stroke,6-speed,,1405,810,12900
Suzuki,GSX-R125,2022,Sport,124,15,11.5,Single cylinder, four-stroke,6-speed,,1300,785,6200
Suzuki,GSX-R150,2022,Sport,147.3,18.9,14,Single cylinder, four-stroke,6-speed,,1300,785,6500
Suzuki,GSX-R600,2022,Sport,599,,,In-line four, four-stroke,6-speed,,1385,810,13100
Suzuki,GSX-R600Z,2022,Sport,599,,,In-line four, four-stroke,6-speed,,1385,810,11300
Suzuki,GSX-R750,2022,Sport,750,150,86.2,In-line four, four-stroke,6-speed,,1390,810,13200
Suzuki,GSX-R750Z,2022,Sport,750,150,86.2,In-line four, four-stroke,6-speed,,1390,810,13600
Suzuki,GSX-RR,2018,Sport,999,240,,In-line four, four-stroke,6-speed,,1457,825,15600
Suzuki,GSX-S1000,2022,Sport,999,,,In-line four, four-stroke,6-speed,214,1460,810,19200
Suzuki,GSX-S1000A,2016,Naked bike,999,143,106,In-line four, four-stroke,6-speed,,1460,810,8400
Suzuki,GSX-S1000F,2022,Sport,999,147,108,In-line four, four-stroke,6-speed,,1460,810,17200
Suzuki,GSX-S1000FT,2019,Sport,999,147,108,In-line four, four-stroke,6-speed,,1460,815,13800
Suzuki,GSX-S1000FZ,2022,Sport,999,150,108,In-line four, four-stroke,6-speed,,1460,810,19300
Suzuki,GSX-S1000GT,2022,Sport touring,999.8,,,In-line four, four-stroke,6-speed,,1460,810,13800
Suzuki,GSX-S1000GTA,2022,Sport touring,999.8,,,In-line four, four-stroke,6-speed,,1460,810,14300
Suzuki,GSX-S1000Z,2022,Naked bike,999,149,108,In-line four, four-stroke,6-speed,,1460,810,11800
Suzuki,GSX-S125,2022,Naked bike,124,15,11.5,Single cylinder, four-stroke,6-speed,,1300,785,3400
Suzuki,GSX-S150,2022,Naked bike,147.3,18.9,14,Single cylinder, four-stroke,6-speed,,1300,785,3700
Suzuki,GSX-S750,2021,Sport,749,112,81,In-line four, four-stroke,6-speed,,1455,820,12700
Suzuki,GSX-S750A,2022,Sport,749,112,81,In-line four, four-stroke,6-speed,,1455,820,13000
Suzuki,GSX-S750Z,2020,Naked bike,749,106,80,In-line four, four-stroke,6-speed,,1455,820,7600
Suzuki,GSX-S950,2022,Sport,999,95,92,In-line four, four-stroke,6-speed,,1455,820,17800
Suzuki,GSX1250FA,2018,Allround,1255,97,108,In-line four, four-stroke,6-speed,,1485,805,11300
Suzuki,GSX1250FAZ,2016,Allround,1255,97,108,In-line four, four-stroke,6-speed,,1485,805,9300
Suzuki,GSX250R,2022,Sport,248,24,22,Twin, four-stroke,6-speed,,1430,790,7100
Suzuki,GSX650F,2018,Allround,656,84,62,In-line four, four-stroke,6-speed,,1470,790,6900
Suzuki,GW250,2018,Allround,248,24,22,Twin, four-stroke,6-speed,,1430,780,3500
Suzuki,GW250F,2018,Sport,248,24,22,Twin, four-stroke,6-speed,,1430,780,6100
Suzuki,GW250Z,2016,Naked bike,248,24.1,22,Twin, four-stroke,6-speed,,1430,780,3400
Suzuki,GZ 150,2016,Custom / cruiser,149,,,Single cylinder, four-stroke,5-speed,137,,,2800
Suzuki,Hayabusa,2022,Sport,1340,197,155,In-line four, four-stroke,6-speed,,1480,800,24500
Suzuki,Hayate,2016,Allround,110,,,Single cylinder, four-stroke,,,1285,770,2600
Suzuki,Inazuma 250,2017,Naked bike,248,24.1,22,Twin, four-stroke,6-speed,,1430,780,3500
Suzuki,Inazuma 250F,2017,Sport,248,24.1,22,Twin, four-stroke,6-speed,,1430,780,5600
Suzuki,Inazuma 250Z,2016,Naked bike,248,24.1,22,Twin, four-stroke,6-speed,,1430,780,3700
Suzuki,Intruder,2022,Custom / cruiser,155,13.6,13.8,Single cylinder, four-stroke,5-speed,,1405,740,4100
Suzuki,JR80,2021,Enduro / offroad,79,,,Single cylinder, two-stroke,5-speed,,1050,685,2800
Suzuki,Katana,2022,Sport,999,152,106,In-line four, four-stroke,6-speed,,1460,825,19200
Suzuki,Mola 125,2014,Allround,124.5,,,Single cylinder, four-stroke,5-speed,115,,760,2200
Suzuki,Mola 150,2014,Allround,145,,,Single cylinder, four-stroke,5-speed,127,,760,2600
Suzuki,RM-Z250,2022,Cross / motocross,249,,,Single cylinder, four-stroke,5-speed,,1485,955,5100
Suzuki,RM-Z450,2022,Cross / motocross,449,,,Single cylinder, four-stroke,5-speed,,1480,960,6900
Suzuki,RM85,2022,Cross / motocross,84.7,,,Single cylinder, two-stroke,6-speed,,1240,850,3100
Suzuki,RM85L,2014,Cross / motocross,84.7,,,Single cylinder, four-stroke,6-speed,,1280,875,2300
Suzuki,RMX450Z,2022,Enduro / offroad,449,,,Single cylinder, four-stroke,5-speed,,1485,950,6700
Suzuki,RV200 VAN VAN,2016,Allround,199,,,Single cylinder, four-stroke,5-speed,,1385,770,3000
Suzuki,SFV 650 ABS,2016,Naked bike,645,,,V2, four-stroke,6-speed,,1445,785,5700
Suzuki,SFV650,2019,Naked bike,645,,,V2, four-stroke,6-speed,,1445,785,6400
Suzuki,SFV650AZ,2013,Naked bike,645,,,V2, four-stroke,6-speed,,1445,785,5600
Suzuki,Slingshot Plus,2017,Naked bike,124,14.8,14,Single cylinder, four-stroke,5-speed,,1265,780,3000
Suzuki,Smash 115,2021,Allround,112.8,8.6,9,Single cylinder, four-stroke,4-speed,,1240,,3300
Suzuki,ST250 E,2018,Allround,249,19,21,Single cylinder, four-stroke,5-speed,,1375,770,4000
Suzuki,SV650,2022,Naked bike,645,73,64,V2, four-stroke,6-speed,,1445,785,8300
Suzuki,SV650A,2022,Naked bike,645,75,64,V2, four-stroke,6-speed,,1445,786,7700
Suzuki,SV650S,2016,Sport,645,71,64,V2, four-stroke,6-speed,,1425,800,10300
Suzuki,SV650X,2022,Naked bike,645,73,64,V2, four-stroke,6-speed,,1445,790,7400
Suzuki,TF125,2022,Enduro / offroad,123,,,Single cylinder, two-stroke,6-speed,102,1335,835,3600
Suzuki,Thunder 125,2014,Allround,124,12.3,8.4,Single cylinder, four-stroke,5-speed,112,,760,2600
Suzuki,Trojan,2022,Enduro / offroad,199,,,Single cylinder, four-stroke,5-speed,,1405,850,4100
Suzuki,TS185ER,2022,Allround,183,,,Single cylinder, two-stroke,5-speed,,1375,835,4200
Suzuki,TU250X,2019,Allround,249,24,,Single cylinder, four-stroke,5-speed,,1375,770,4200
Suzuki,V-Strom 1000,2022,Super motard,1037,100,103,V2, four-stroke,6-speed,,1555,850,13000
Suzuki,V-Strom 1000GT,2018,Allround,1037,101,101,V2, four-stroke,6-speed,,1555,850,10100
Suzuki,V-Strom 1000X GT,2018,Allround,1037,101,101,V2, four-stroke,6-speed,,1555,850,10000
Suzuki,V-Strom 1000XT,2022,Super motard,1037,100,103,V2, four-stroke,6-speed,,1555,850,12200
Suzuki,V-Strom 1050,2022,Super motard,1037,100,103,V2, four-stroke,6-speed,,1555,855,13100
Suzuki,V-Strom 1050A,2022,Super motard,1037,100,103,V2, four-stroke,6-speed,,1555,850,11500
Suzuki,V-Strom 1050XA,2022,Super motard,1037,100,103,V2, four-stroke,6-speed,,1555,850,12300
Suzuki,V-Strom 1050XAA,2022,Super motard,1037,100,103,V2, four-stroke,6-speed,,1555,850,12500
Suzuki,V-Strom 1050XT,2022,Super motard,1037,99,103,V2, four-stroke,6-speed,,1555,850,11900
Suzuki,V-Strom 250,2022,Super motard,248,25,23.4,Twin, four-stroke,6-speed,,1425,800,5200
Suzuki,V-Strom 650,2022,Super motard,645,71,69,V2, four-stroke,6-speed,213,1560,835,8300
Suzuki,V-Strom 650A,2022,Super motard,645,70,69,V2, four-stroke,6-speed,,1560,830,8600
Suzuki,V-Strom 650XA,2022,Super motard,645,70,69,V2, four-stroke,6-speed,,1560,835,9500
Suzuki,V-Strom 650XT,2022,Super motard,645,69.7,69,V2, four-stroke,6-speed,,1560,835,8400
Triumph,America,2016,Custom / cruiser,865,61,72,Twin, four-stroke,5-speed,231,1610,690,7800
Triumph,Bobber TFC,2020,Classic,1200,86,110,Twin, four-stroke,6-speed,228,1510,690,11700
Triumph,Bonneville,2016,Classic,865,68,68,Twin, four-stroke,5-speed,209,1490,740,7800
Triumph,Daytona 675,2016,Sport,675,128,74,In-line three, four-stroke,6-speed,167,1375,820,10200
Triumph,Daytona MOTO2 765,2022,Sport,765,128,80,In-line three, four-stroke,6-speed,165,1379,822,13400
Triumph,Rocket 3 GT,2022,Custom / cruiser,2458,165,221,In-line three, four-stroke,6-speed,294,1677,750.1,22600
Triumph,Rocket 3 R,2022,Custom / cruiser,2458,165,221,In-line three, four-stroke,6-speed,291,1677,773,23100
Triumph,Rocket 3 TFC,2020,Custom / cruiser,2458,182,225,In-line three, four-stroke,6-speed,290,,773,19500
Triumph,Rocket X,2015,Custom / cruiser,2294,148,221,In-line three, four-stroke,5-speed,334,1695,750,16200
Triumph,Scrambler,2017,Classic,865,59,68,Twin, four-stroke,5-speed,214,1500,825,7800
Triumph,Speed 94,2016,Naked bike,1050,135,111,In-line three, four-stroke,6-speed,192,1435,825,9000
Triumph,Speed Triple,2013,Naked bike,1050,135,111,In-line three, four-stroke,6-speed,,1435,825,7700
Triumph,Speed Twin,2022,Allround,1200,98.6,112,Twin, four-stroke,6-speed,,1413,809,12200
Triumph,Speedmaster,2016,Custom / cruiser,865,61,72,Twin, four-stroke,5-speed,231,1600,690,7800
Triumph,Sprint GT,2014,Sport touring,1050,130,108,In-line three, four-stroke,6-speed,,1537,815,9300
Triumph,Street CUP,2019,Naked bike,900,55,80,Twin, four-stroke,5-speed,200,1415,749,8700
Triumph,Street Scrambler,2022,Classic,900,65,80,Twin, four-stroke,5-speed,,1445,790,11200
Triumph,Street Triple,2016,Naked bike,675,106,68,In-line three, four-stroke,6-speed,168,1410,800,5500
Triumph,Street Twin,2022,Classic,900,65,80,Twin, four-stroke,5-speed,,1450,765,9600
Triumph,Thruxton,2016,Classic,865,69,69,Twin, four-stroke,5-speed,214,1490,820,7700
Triumph,Thunderbird,2018,Custom / cruiser,1597,85,146,Twin, four-stroke,6-speed,308,1615,700,12000
Triumph,Trident 660,2022,Naked bike,660,81,63.7,In-line three, four-stroke,6-speed,189,1401,805,7700
Triumph,Trophy,2014,Touring,1215,134,120,In-line three, four-stroke,6-speed,,1542,770,14000
TVS,Apache 150,2019,Sport,150,13.4,12.3,Single cylinder, four-stroke,5-speed,,1260,,4900
TVS,Apache RR310,2022,Sport,312.2,33.5,27.3,Single cylinder, four-stroke,5-speed,,1365,810,7600
TVS,Apache RTR 160,2022,Sport,159.7,17.6,14.7,Single cylinder, four-stroke,5-speed,,1357,800,5700
TVS,Apache RTR 165RP,2022,Sport,164.9,19.2,14.2,Single cylinder, four-stroke,5-speed,,1357,800,5900
TVS,Apache RTR 180,2022,Naked bike,177.4,16.8,15.5,Single cylinder, four-stroke,5-speed,,1326,790,4400
TVS,Apache RTR 200,2022,Naked bike,197.8,20.8,17.3,Single cylinder, four-stroke,5-speed,,1353,800,3900
TVS,Phoenix 125,2016,Allround,124.5,10.9,10.8,Single cylinder, four-stroke,4-speed,,1260,,2700
TVS,Radeon,2022,Allround,109.7,8.1,8.7,Single cylinder, four-stroke,4-speed,,1265,,3800
TVS,RTR 165,2016,Sport,165,,,Single cylinder, four-stroke,5-speed,,1330,780,4700
TVS,RTR 180,2016,Cross / motocross,180,,,Single cylinder, four-stroke,5-speed,110,1330,800,2900
TVS,RTR 450,2016,Cross / motocross,450,,,Single cylinder, four-stroke,6-speed,110,1490,950,4800
TVS,Sport,2022,Allround,109.7,8.2,8.7,Single cylinder, four-stroke,4-speed,,1236,,3600
TVS,Victor,2016,Allround,109.7,9.5,9.4,Single cylinder, four-stroke,4-speed,,1260,,2600
Yamaha,AG125,2022,Enduro / offroad,124,,,Single cylinder, four-stroke,,,1350,800,3400
Yamaha,AG200F,2022,Enduro / offroad,196,,,Single cylinder, four-stroke,5-speed,,1345,830,4200
Yamaha,Bolt,2020,Custom / cruiser,942,,,V2, four-stroke,5-speed,,1570,691,9800
Yamaha,Byson FI,2021,Naked bike,150,12.9,13,Single cylinder, four-stroke,,,1340,790,4000
Yamaha,Crux,2018,Allround,106,10.2,7.5,Single cylinder, four-stroke,4-speed,,1260,780,2900
Yamaha,Diversion,2015,Sport touring,600,77,59.7,In-line four, four-stroke,6-speed,,1440,785,6600
Yamaha,Drag Star 250,2018,Custom / cruiser,249,20.8,20.7,V2, four-stroke,5-speed,,1530,670,3800
Yamaha,Drag Star 400,2018,Custom / cruiser,399,30,31.6,V2, four-stroke,5-speed,,1625,710,4700
Yamaha,Dragstar 250,2015,Custom / cruiser,249,20.8,20.7,V2, four-stroke,5-speed,,1530,670,3000
Yamaha,Dragstar 400,2015,Custom / cruiser,399,30,31.6,V2, four-stroke,5-speed,,1625,710,4600
Yamaha,Fazer,2018,Sport,153,,13.6,Single cylinder, four-stroke,5-speed,,1334,795,5400
Yamaha,FAZER8,2016,Sport,779,104,82,In-line four, four-stroke,6-speed,,1460,815,10000
Yamaha,FJ-09,2018,Naked bike,847,115,61.5,In-line three, four-stroke,6-speed,,1440,846,7500
Yamaha,FJR1300A,2020,Sport touring,1298,146,138,In-line four, four-stroke,6-speed,,1544,805,14400
Yamaha,FJR1300AE,2022,Sport touring,1298,144,138,In-line four, four-stroke,6-speed,,1545,805,16600
Yamaha,FJR1300AS,2020,Sport touring,1298,146,138,In-line four, four-stroke,6-speed,,1544,805,16000
Yamaha,FJR1300ES,2022,Sport touring,1298,146,138,In-line four, four-stroke,6-speed,,1544,805,17200
Yamaha,FZ 25,2022,Naked bike,249,20.8,20.1,Single cylinder, four-stroke,5-speed,,1360,795,4800
Yamaha,FZ FI,2020,Naked bike,149,12.2,13.6,Single cylinder, four-stroke,5-speed,,1330,790,3300
Yamaha,FZ-07,2017,Naked bike,689,,,Twin, four-stroke,6-speed,,1400,805,6500
Yamaha,FZ-09,2017,Naked bike,847,115,61.5,In-line three, four-stroke,6-speed,,1440,820,7200
Yamaha,FZ-10,2017,Naked bike,998,,,In-line four, four-stroke,6-speed,,1400,826,8700
Yamaha,FZ-FI,2022,Naked bike,149,12.4,13.3,Single cylinder, four-stroke,5-speed,,1330,790,4100
Yamaha,FZ-S,2018,Sport,153,14,13.6,Single cylinder, four-stroke,5-speed,,1334,790,5500
Yamaha,FZ-X,2022,Classic,149,12.4,13.3,Single cylinder, four-stroke,5-speed,,1330,810,3500
Yamaha,FZ1,2017,Sport,998,,,In-line four, four-stroke,6-speed,,1461,815,13100
Yamaha,FZ16,2018,Sport,153,14,14,Single cylinder, four-stroke,5-speed,126,1335,800,5000
